X,Y,Z
12.360110,2.743048,-0.977535
12.861380,2.736365,-0.949629
2.155680,-9.352592,0.247678
1.914078,-9.193052,0.241371
13.117440,2.640995,-0.948393
13.769400,2.650488,-0.913815
13.848130,2.550562,-0.892021
14.514660,2.517384,-0.965240
14.108730,2.677721,-0.969457
2.726962,-9.824305,0.249071
14.504190,2.931045,-0.839859
2.363801,-9.599992,0.250010
15.677700,2.603194,-1.007985
16.252300,2.758627,-0.898492
4.051330,-10.378250,0.256629
7.377243,4.499119,-0.897435
3.369560,-10.237540,0.227420
3.076192,-9.990857,0.256004
15.912190,6.745128,-0.885538
15.846200,7.509934,-0.897960
18.902380,3.304779,-0.961174
20.442949,2.260567,-0.918186
21.548500,2.475181,-0.959262
21.813200,2.487204,-0.975807
22.067760,3.762106,-0.983865
21.939770,4.061832,-0.945166
22.151600,3.761514,-0.922095
18.454321,4.697117,-0.943304
18.609900,4.461765,-0.894536
18.444530,5.041276,-0.844220
19.596310,4.524728,-0.909063
21.482300,4.658270,-0.972282
22.031120,4.362213,-0.885282
6.025527,10.662980,-0.866765
5.275483,10.920620,-0.939281
16.991810,3.186516,-0.876089
16.663719,7.838195,-0.903979
19.402411,2.729592,-0.829365
19.636141,2.663750,-0.950582
19.857771,2.653878,-0.927782
17.313520,3.239856,-0.710991
17.451340,3.301641,-0.821405
17.866341,3.300068,-0.943173
18.991730,3.168159,-0.929123
21.735991,4.712945,-0.975927
21.941080,4.585338,-0.904348
22.285681,4.682455,-0.905855
21.406420,5.139920,-0.879806
21.775530,6.470902,-0.961280
18.305189,7.937856,-0.929169
18.602091,7.934505,-0.972903
18.786110,8.053958,-0.962622
19.065020,8.068676,-0.872262
18.910330,7.945397,-0.912517
21.849291,6.874033,-0.999166
21.710831,7.030967,-0.910628
7.070967,-9.306287,0.831790
7.293497,-9.522152,0.871696
-2.012180,-1.247109,-0.888242
-1.839830,-1.046604,-0.949870
6.391981,-0.648192,-0.926726
6.045279,-0.700167,-0.909058
6.155877,-1.048584,-0.897876
6.565600,-0.901114,-0.937230
7.036427,-0.933494,-0.950267
6.650698,-0.696814,-0.960550
6.764895,-1.140054,-0.929927
7.233136,-1.179981,-0.939909
7.103497,-1.629104,-0.905945
7.559882,-1.236489,-0.926710
7.370407,-1.460821,-0.911526
7.501773,-0.991873,-0.917419
7.490021,-0.760348,-0.928141
-5.619741,1.313352,-0.928371
-6.057669,1.669592,-0.915391
-5.903600,1.278735,-0.921794
-5.220315,2.119450,-0.971639
-5.224303,1.998585,-0.886595
-4.887503,1.984076,-0.938074
-4.699677,2.120413,-0.926926
-4.720877,1.724286,-0.925880
-4.816229,2.329621,-0.966062
-4.703314,2.271388,-0.888181
-5.885525,2.433992,-0.929399
-5.589286,2.694046,-0.929478
-5.993690,2.757264,-0.911680
-5.345324,2.554982,-0.928530
-5.535618,2.228100,-0.912539
-5.413489,2.773050,-0.913746
-4.606683,2.644234,-0.907452
-4.723326,3.062675,-0.883999
-4.305604,3.391898,-0.891990
-3.925714,3.368378,-0.872089
-3.572046,3.760520,-0.950577
-4.004865,4.040731,-0.906778
-3.451107,3.489387,-0.921638
-3.175140,3.506839,-0.922061
-3.176180,3.951575,-0.945005
-3.354154,4.096654,-0.926221
-3.823649,6.456254,-0.918720
-3.597021,7.094121,-0.925930
-3.968665,6.623220,-0.922095
-5.167583,7.381911,-0.944023
-5.338304,7.563195,-0.950938
-5.490708,7.284378,-0.928323
-4.974855,7.061036,-0.912791
-4.689510,6.945593,-0.909081
-4.635302,7.157043,-0.954290
-4.865389,7.429786,-0.953163
-5.051002,7.586099,-0.951211
-5.724372,7.573233,-0.918977
-5.123857,7.629786,-0.923584
-5.465848,7.812017,-0.925107
-5.261516,7.907158,-0.937907
-4.904639,7.672470,-0.947687
-4.663930,7.617558,-0.956271
-4.681051,7.900733,-0.939027
-4.454041,7.860356,-0.934977
-5.030041,7.877831,-0.935136
-4.323407,6.923306,-0.946535
-3.950237,7.142555,-0.940043
-3.790868,7.416581,-0.939573
-4.036301,7.618030,-0.956312
6.395881,-11.683120,0.298931
-3.517962,7.304484,-0.940711
-4.019156,7.950504,-0.924489
-3.919315,7.686609,-0.932903
-4.325806,8.050380,-0.922232
5.936009,-11.551790,0.275257
-2.975994,-0.805307,-0.912557
6.135701,-11.835170,0.255864
5.598204,-11.648410,0.245469
-2.842306,-0.016689,-0.945604
6.776765,-12.190090,0.265305
-2.806319,0.312177,-0.932280
-2.516305,0.498384,-0.941355
6.356035,-12.084250,0.261155
-1.875349,0.563691,-0.942361
-1.246871,-0.925680,-0.900587
-0.970842,-0.829007,-0.905921
5.350200,-11.467810,0.235990
-1.062622,-0.121364,-0.945955
-0.799966,-0.373467,-0.903363
-1.483347,0.335099,-0.963765
-0.674779,-0.010326,-0.871742
-1.193954,0.527480,-0.950466
-0.935358,0.312992,-0.931199
18.574631,-0.711398,0.224805
18.499411,-0.601104,0.138709
18.348530,-0.717278,0.303448
-2.143946,0.645845,-0.934540
18.212210,-0.728003,0.176608
18.329840,-0.583175,0.128431
-1.670084,0.726902,-0.912671
-1.497237,0.894971,-0.931407
16.278391,1.051007,0.218074
-1.365710,1.175942,-0.923695
16.382971,0.924300,0.182449
-2.954333,3.886242,-0.912656
17.014580,0.422450,0.158442
-3.014895,4.173400,-0.936273
16.808960,0.194889,0.152161
-2.826711,4.177384,-0.915067
-2.784996,3.867184,-0.923124
16.727980,-0.060381,0.195678
16.731461,-0.191970,0.310598
16.599260,-0.109799,0.221982
16.150810,0.318651,0.164049
16.293051,-0.148773,0.229605
2.496939,-0.235557,-0.931939
2.865022,0.174552,-0.926095
2.379984,0.219374,-0.932698
2.937253,-0.272587,-0.924066
3.095902,0.043587,-0.925442
2.727676,0.434396,-0.943505
2.987575,0.594952,-0.933600
16.924561,-0.727569,0.173962
2.207167,0.710100,-0.921905
16.229290,-0.394623,0.284867
16.318649,-0.414781,0.159507
16.126080,-0.221795,0.227403
2.564667,0.913254,-0.936614
2.395184,1.284840,-0.924813
16.129601,-0.408554,0.171549
16.034920,-0.877859,0.252716
16.204710,-0.773967,0.233496
16.025660,-0.689017,0.163878
12.066530,0.859268,0.127037
2.730797,1.203999,-0.920705
3.128020,0.862287,-0.921481
1.862114,1.600312,-0.915854
2.191217,1.541424,-0.942971
2.213470,2.025444,-0.950535
2.622226,1.618479,-0.948260
3.071837,1.569463,-0.925332
3.651249,7.016915,0.177726
3.631416,6.641924,0.166950
7.161660,-0.681301,-0.939892
7.095961,-0.453703,-0.962788
6.845236,-0.319828,-0.934134
6.556427,-0.170602,-0.917361
7.053687,-0.087384,-0.941489
6.740772,-0.014211,-0.927339
1.731666,1.895627,-0.917600
1.755901,7.999193,0.179602
3.576465,6.281871,0.166543
2.756258,2.068104,-0.944852
2.069006,2.128641,-0.941790
1.953518,2.449512,-0.938913
3.477260,5.968338,0.178050
2.522874,2.376948,-0.949960
3.200796,5.693119,0.183413
2.825883,5.714046,0.163945
3.335675,1.860013,-0.906407
2.118266,6.032335,0.191738
3.008236,2.355417,-0.932674
2.157304,2.737403,-0.939519
1.677245,2.766791,-0.909078
-0.288095,7.082303,0.137085
2.625149,2.614109,-0.953092
2.383776,2.943590,-0.921657
-0.410944,6.795871,0.086047
3.133750,2.763950,-0.918908
2.752474,2.863792,-0.951930
3.012284,2.965307,-0.920125
0.526326,6.347260,0.013997
3.174727,3.279660,-0.922167
3.658390,3.482675,-0.857763
3.770705,3.632476,-0.977195
3.573642,3.592588,-0.890262
4.130835,3.731507,-0.944809
4.028930,3.522474,-0.846015
18.185881,-1.032207,0.187999
5.779632,1.658140,-0.931650
6.025607,2.029903,-0.945989
5.641970,2.170440,-0.921054
6.250973,1.849809,-0.900648
5.942320,2.268158,-0.961497
6.349060,2.264877,-0.892232
5.898606,2.742694,-0.936762
6.251093,2.628480,-0.936872
17.896299,-1.396718,0.222979
6.010350,2.992191,-0.940581
6.418225,2.934587,-0.911030
6.196542,3.155778,-0.938540
4.909268,3.717124,-0.847260
4.419766,3.833824,-0.949623
4.292362,3.958003,-0.902426
17.291269,-1.266098,0.160404
17.408039,-1.357273,0.123976
17.358379,-1.277518,0.322304
5.217437,3.778218,-0.884654
7.463910,-4.930738,0.156917
7.270008,-4.977324,0.197041
5.212887,4.622447,-0.925570
6.105465,3.562120,-0.917594
5.744766,3.227052,-0.896633
6.980176,-5.007466,0.193434
5.646142,3.720260,-0.881869
6.559507,-9.746248,0.866949
6.633298,-9.591259,0.814324
6.229061,3.875112,-0.895477
4.851973,4.609019,-0.900345
5.469754,4.984136,-0.875126
5.753162,4.946059,-0.928264
8.298887,-10.740640,0.223330
8.536577,-10.837940,0.212807
8.632349,-11.062240,0.224371
7.964067,-10.190530,0.154965
7.585154,-9.925335,0.171328
5.869235,5.196185,-0.871326
7.226091,-9.724671,0.211628
5.917334,5.449131,-0.886220
5.739270,6.054121,-0.872040
8.113487,-10.514410,0.213229
4.223019,9.118320,-0.937851
3.952614,8.982834,-0.813810
4.468315,9.025367,-0.855924
5.888885,7.488846,-0.894357
6.252471,8.213420,-0.942786
5.606470,8.865394,-0.936282
4.886946,9.006878,-0.863069
5.967474,8.350152,-0.939677
5.892197,8.518865,-0.926164
3.834227,9.621667,-0.955025
3.997268,9.756807,-0.957292
3.675514,9.658809,-0.920722
3.792943,9.986097,-0.928196
4.056605,10.313550,-0.897042
4.249757,10.258660,-0.915084
4.578911,10.357180,-0.938226
4.742060,10.322660,-0.940473
4.827517,10.444370,-0.885571
4.691738,10.530860,-0.912612
4.863914,10.609360,-0.873921
4.977107,10.759690,-0.941992
7.543503,-0.415237,-0.949451
7.639719,-0.501048,-0.909963
7.324040,-0.411597,-0.944743
7.444576,-0.150307,-0.936043
7.662339,-0.118737,-0.920138
7.891074,-0.435024,-0.911001
7.408710,0.022331,-0.948919
7.120468,0.130102,-0.910444
9.134883,-0.297041,-0.920461
8.839175,-0.205073,-0.898434
8.922953,-0.586649,-0.905171
9.586209,0.488281,-0.936787
9.554388,0.172575,-0.931493
9.840917,0.038661,-0.915875
10.117450,0.556450,-0.915241
9.544399,0.766358,-0.927953
9.685401,-11.430400,0.224522
9.858941,-11.284250,0.172984
7.624640,3.638284,-0.823943
8.354919,3.163445,-0.885912
10.748940,2.319410,-0.898310
11.965340,1.753875,-0.920569
12.014500,2.059261,-0.950108
11.751310,1.905698,-0.924129
10.901190,2.424908,-0.839111
10.719320,3.598132,-0.864947
12.428300,1.509414,-0.917542
12.375920,1.971560,-0.930103
12.685310,1.773703,-0.930069
12.743740,2.076303,-0.907204
12.631480,2.315297,-0.936194
12.736510,2.540606,-0.939442
13.027130,2.429882,-0.944954
12.766350,2.307727,-0.904368
13.372740,2.556445,-0.904997
13.392380,2.677209,-0.854839
13.572780,2.667893,-0.924660
14.410340,2.395270,-0.983114
14.229350,2.635249,-0.947829
14.137630,2.424720,-0.864508
14.521160,2.237741,-0.891562
14.806330,2.363517,-0.886565
15.030720,2.412583,-0.913267
15.869320,2.621575,-0.943930
16.309759,2.592050,-0.890973
16.564131,2.705747,-0.905044
16.719770,2.797455,-0.844732
10.518080,4.739110,-0.890227
9.400451,-11.445580,0.227695
9.089711,-11.478560,0.237855
16.148609,5.422463,-0.829103
16.910120,5.287851,-0.866297
15.813870,5.614702,-0.817527
15.807220,5.859457,-0.859733
15.919570,6.331213,-0.849574
8.880051,-11.965280,0.238192
15.915160,7.607288,-0.947788
18.314930,3.246238,-0.957411
8.688474,-11.293270,0.204752
18.595190,3.473975,-0.867131
18.566370,3.257337,-0.974656
18.851400,3.692669,-0.901585
8.458091,-11.628500,0.230667
18.980061,4.332546,-0.925019
20.675261,2.158820,-0.881167
21.110680,1.919583,-0.879595
21.364401,2.031263,-0.911481
21.593969,2.273722,-0.945459
22.308340,3.798050,-0.878850
8.713150,-11.721860,0.221317
18.638741,4.314096,-0.861201
17.313299,5.326301,-0.790716
17.783331,5.236476,-0.791098
18.668640,4.803483,-0.887769
20.468250,4.723483,-0.821350
21.503901,4.868924,-0.903735
-2.692039,-0.999033,-0.801139
-0.885096,-1.277787,-0.858037
1.165835,-2.239244,-0.885984
0.870396,-2.220983,-0.882929
1.075446,-2.439211,-0.860067
3.970378,-2.863104,-0.871358
4.323903,-2.922271,-0.899861
3.978009,-2.532964,-0.868342
4.330687,-2.537395,-0.910079
8.713593,-13.112400,0.234616
4.194416,-2.281607,-0.904022
3.919253,-2.275794,-0.903948
4.432705,-2.260464,-0.882715
3.943154,-2.022059,-0.878928
4.277805,-1.952742,-0.876162
8.404434,-12.987770,0.240485
5.014645,-2.460488,-0.887369
4.828496,-2.816301,-0.893272
5.136044,-2.893334,-0.880322
4.763777,-3.073601,-0.870494
4.713599,-2.453408,-0.918811
4.769921,-2.140774,-0.894206
5.205775,-2.085080,-0.881557
5.386799,-2.691272,-0.884035
5.369790,-2.219996,-0.885694
5.623257,-3.203673,-0.881257
5.816130,-2.882862,-0.906818
5.381708,-2.987544,-0.906699
6.150799,-2.772244,-0.876346
5.999024,-2.674868,-0.859271
6.271475,-3.055113,-0.872588
4.519563,-1.839978,-0.890721
4.889995,-1.898697,-0.898115
5.128532,-1.103570,-0.871496
5.410788,-0.908213,-0.912990
5.164148,-0.739918,-0.853747
5.547244,-0.806301,-0.898331
5.547204,-1.150692,-0.882973
5.686282,-1.080820,-0.864271
6.363192,-1.162755,-0.889346
6.612299,-1.366437,-0.878424
7.918762,-12.873290,0.246223
7.644720,-1.579597,-0.888748
7.426396,-12.816750,0.245677
7.837486,-1.176875,-0.890433
8.020503,-1.552813,-0.872225
7.831007,-0.771565,-0.891215
8.044002,-0.944537,-0.885673
8.069377,-13.233040,0.226397
8.451374,-1.220179,-0.872471
8.643193,-1.515759,-0.879099
8.492386,-0.948377,-0.869942
8.938114,-1.208473,-0.906285
7.633410,-12.988630,0.220092
8.924088,-0.841670,-0.905554
8.600520,-0.720473,-0.883204
9.206743,-0.966868,-0.859853
10.259530,-0.852873,-0.895857
10.085840,-1.026479,-0.877557
10.375290,-1.188609,-0.876224
-6.732573,1.260172,-0.884297
-6.458733,1.203586,-0.883512
-6.347159,1.466021,-0.919982
-6.469635,1.723560,-0.915651
-6.186879,1.302409,-0.906807
7.094447,-12.626640,0.256217
-5.198818,1.357872,-0.916681
-5.353220,1.158806,-0.892195
-5.667208,1.757456,-0.902610
-5.446557,1.752550,-0.887782
-5.100999,1.738999,-0.908067
-4.972577,1.297152,-0.894111
-4.687307,1.248756,-0.882961
-4.493156,1.494819,-0.888186
-4.418143,1.188945,-0.887638
-4.241859,1.418688,-0.899406
-4.311770,1.717760,-0.892151
-6.728062,2.037662,-0.871840
-6.330806,1.909414,-0.905736
-6.561753,2.173611,-0.892785
-6.857501,2.295877,-0.874451
-6.444762,2.368486,-0.899743
-5.881169,2.094257,-0.924010
-6.171616,2.281997,-0.902736
-6.718489,2.560126,-0.884503
-6.275896,2.542392,-0.909885
-6.451534,2.822568,-0.897162
-6.080227,3.136636,-0.890946
-5.694676,2.950341,-0.890011
-5.849632,3.355879,-0.892992
-5.510657,2.055627,-0.897348
-4.245478,2.067897,-0.900852
-4.391059,2.280334,-0.927865
-5.285597,2.990346,-0.891669
-3.922831,1.860289,-0.863663
-4.214966,2.312424,-0.890070
-4.359058,2.540275,-0.924747
-3.994574,2.597937,-0.888771
-4.184507,3.156733,-0.870524
-3.242586,2.856202,-0.897960
-3.350476,3.144301,-0.907419
-3.678579,2.714573,-0.865928
-5.507500,3.361560,-0.908044
4.236535,-8.245196,0.176106
-5.029774,3.312731,-0.890893
-5.790847,3.588739,-0.878785
-5.181901,3.719576,-0.848947
3.344048,-8.285364,0.251194
3.046807,-8.140543,0.233693
-3.689837,3.233837,-0.884037
2.678466,-7.966315,0.215712
2.378667,-8.106130,0.238089
-3.875947,4.312792,-0.901762
-3.488618,4.380322,-0.897654
-3.765601,4.561531,-0.870698
-3.584543,4.733483,-0.867524
-3.098999,4.456925,-0.913269
-4.331103,6.608155,-0.835511
-4.685575,6.788705,-0.830524
-3.944218,6.381255,-0.855442
2.181394,-7.941857,0.225865
1.818142,-8.020847,0.237603
1.820859,-8.371175,0.267150
-3.552941,6.357471,-0.884601
-3.234220,6.863619,-0.914159
-6.234079,7.449850,-0.908841
-5.977185,7.288314,-0.894018
-5.862329,7.770631,-0.913093
-6.756971,7.720267,-0.883370
-6.716909,7.452141,-0.876429
-6.481180,7.872399,-0.888069
-6.150877,7.862881,-0.902279
-5.922186,8.109041,-0.876501
-5.719426,7.158798,-0.890123
-5.300013,7.040009,-0.875762
6.561210,-9.423996,0.201081
5.986175,-8.957994,0.146008
6.118285,-9.065282,0.147771
-5.634107,7.965726,-0.915265
-5.316574,8.140609,-0.887576
5.291234,-8.529654,0.188086
5.726159,-8.830325,0.190680
-4.911061,8.149427,-0.874682
-4.654908,8.123714,-0.881312
-3.228874,7.224489,-0.927738
-3.374805,7.646746,-0.918583
-3.007036,7.764635,-0.887544
4.613978,-11.041900,0.244966
-3.641199,8.015378,-0.884203
4.180183,-10.759100,0.215298
-3.756162,8.087946,-0.842091
-3.245186,7.992191,-0.880689
-4.501006,8.169695,-0.792601
3.756804,-8.309809,0.188097
-3.357511,-0.437627,-0.856909
-3.231191,-0.007905,-0.877601
3.418477,-8.578916,0.239347
-3.278178,0.399695,-0.804811
-3.070953,0.531230,-0.811297
-0.601088,-0.899981,-0.839422
-1.923900,0.898648,-0.857140
-1.673293,1.071378,-0.859861
-0.836509,1.084710,-0.843552
-0.734253,0.493387,-0.858528
-1.086572,1.208412,-0.905622
-2.971411,2.489442,-0.868146
-2.938818,3.151774,-0.909865
-2.594189,2.788712,-0.843161
-2.553217,3.200310,-0.897327
-2.815679,3.529746,-0.918252
-2.355793,3.744738,-0.897457
-2.439955,4.070032,-0.923911
3.808651,-10.518990,0.221316
-2.617655,4.294262,-0.925036
-2.061605,3.899846,-0.888292
-1.969190,4.169826,-0.849169
1.519488,1.634610,-0.846777
1.372349,1.948578,-0.847372
1.665794,2.368104,-0.912986
1.385362,2.505273,-0.859450
2.535600,-0.571281,-0.862784
2.915800,-0.492328,-0.891757
3.216159,-0.461350,-0.846599
2.159880,-0.004062,-0.886388
1.761220,0.351097,-0.797051
3.311082,-0.240887,-0.880358
3.407695,0.258356,-0.878679
3.699905,-0.143991,-0.796003
2.044904,1.125380,-0.892090
2.034307,1.361580,-0.867774
1.281268,-7.526162,0.220205
1.550116,-7.816651,0.239955
1.588169,-7.451962,0.212768
1.494087,-8.042519,0.245113
1.156553,-7.966663,0.240546
3.256987,1.280763,-0.899159
0.947377,-7.663102,0.228160
0.571361,-7.786188,0.240509
0.625905,-7.512189,0.232690
3.513178,0.630958,-0.865847
0.701417,-8.112939,0.231019
3.548573,1.022871,-0.852564
3.606055,1.425677,-0.841884
6.011111,-0.492671,-0.878057
6.260237,-0.299245,-0.892893
6.304500,0.078319,-0.861147
1.162956,-8.290998,0.246336
6.780860,0.318868,-0.799945
1.416027,-8.481274,0.258165
5.510825,1.259342,-0.890124
5.918694,1.183821,-0.914439
5.392427,1.634398,-0.866384
5.494205,0.908055,-0.855255
5.695169,0.675048,-0.882539
6.129011,0.655615,-0.902391
6.305866,1.026133,-0.884672
1.083148,-8.643647,0.244423
6.435649,1.169210,-0.851724
6.054043,1.466259,-0.918564
1.852472,3.008785,-0.902488
0.246048,-7.467271,0.228752
0.430992,-7.138132,0.217798
3.553880,1.999683,-0.882617
3.517709,2.932214,-0.840262
3.676104,2.517841,-0.838746
2.086875,3.302199,-0.801413
2.560539,3.109284,-0.860196
2.820563,3.212436,-0.861806
3.057783,3.375574,-0.877578
3.239849,3.457237,-0.874911
3.474422,3.497728,-0.964178
3.355518,3.731662,-0.859730
3.726338,3.762481,-0.868236
4.249670,3.576963,-0.834496
4.463459,3.683097,-0.870634
5.541200,2.566837,-0.885169
5.429051,2.980474,-0.841713
6.518305,1.932106,-0.821277
4.322506,4.363328,-0.886785
5.355607,3.629891,-0.843853
6.420563,3.453186,-0.906294
6.787012,3.009971,-0.824054
6.688525,3.312250,-0.863482
1.349819,-8.870785,0.225410
1.635391,-9.049565,0.222447
6.713945,3.740759,-0.835328
-2.798973,4.756232,-0.862463
-2.452586,4.497454,-0.898173
-3.193805,4.853735,-0.839261
-2.931332,6.694702,-0.815234
-3.191216,6.602746,-0.871256
-2.870112,6.822507,-0.847098
-2.818586,7.298002,-0.881234
4.461408,4.620638,-0.851164
5.044083,4.869781,-0.856764
6.863183,4.154162,-0.778195
5.718842,5.591784,-0.875310
5.646805,6.532887,-0.817243
3.694082,9.155409,-0.891488
4.134637,8.964089,-0.806902
5.949880,7.928262,-0.903049
5.546561,8.130547,-0.807190
5.786114,8.147633,-0.892599
5.576216,8.417049,-0.913538
5.434751,8.592087,-0.890967
5.079016,8.765146,-0.887019
5.226084,8.549093,-0.875424
-8.578252,-2.545275,0.244523
-8.160373,-2.630969,0.242649
-8.405543,-2.399065,0.246875
-8.242881,-2.756652,0.238010
-7.739765,-2.588913,0.218484
-7.757048,-3.085250,0.232303
-7.619046,-2.862162,0.226217
3.399845,9.290181,-0.902993
3.409479,9.691226,-0.895315
3.392854,9.876851,-0.892554
3.443932,10.108210,-0.865991
3.582700,10.254920,-0.864114
3.696580,10.446130,-0.876449
4.097395,10.453820,-0.912930
3.852838,10.539470,-0.814909
4.309021,10.420780,-0.880951
4.371539,10.560570,-0.890851
4.621522,10.725440,-0.854508
8.038524,-0.639453,-0.900701
8.017429,0.030170,-0.903594
8.234432,-0.395247,-0.896598
7.493286,0.300334,-0.826723
7.780809,0.347701,-0.828283
8.209283,0.046719,-0.895284
8.040885,0.266032,-0.863674
8.592380,-0.233304,-0.915947
8.382555,-0.567046,-0.878429
8.226678,-0.625517,-0.850372
9.223391,-0.625075,-0.901065
9.330019,-0.315000,-0.896237
8.690730,0.004239,-0.893014
9.026975,0.069490,-0.889371
8.942003,0.252939,-0.882443
9.450771,0.023257,-0.886541
9.342228,0.291213,-0.904212
9.082900,0.708222,-0.916534
8.616611,0.708731,-0.903423
8.681056,0.964296,-0.910787
8.266170,0.798720,-0.886900
8.479141,1.112911,-0.899964
8.836837,0.573731,-0.895283
9.475002,1.047754,-0.919734
9.366130,1.279209,-0.904008
8.934874,1.287694,-0.904061
8.647996,1.371872,-0.887137
8.792374,1.668065,-0.850914
9.858247,-0.886602,-0.877533
9.970239,-0.722130,-0.887116
9.792109,-0.271260,-0.903006
10.141880,-0.565935,-0.902932
10.064250,-0.178884,-0.909299
10.514520,-0.452735,-0.880794
10.320200,-0.001512,-0.922450
10.326610,0.222588,-0.934111
10.571360,0.191953,-0.879305
10.657870,-0.114663,-0.860552
10.534020,0.546703,-0.844006
9.718662,1.246044,-0.889122
8.147761,3.235342,-0.880199
8.752141,3.034836,-0.839124
-9.380909,-1.947099,0.255237
-8.856938,-2.035270,0.228450
-9.051987,-1.852941,0.210769
9.205012,2.965133,-0.841054
-8.942111,-2.279855,0.247984
-9.393560,-1.660535,0.219047
-9.784094,-1.755571,0.243470
11.545420,1.820583,-0.882021
11.303850,1.786405,-0.817326
11.715330,1.653570,-0.850447
10.550620,3.884770,-0.871019
10.860850,3.956079,-0.842808
12.620760,1.262029,-0.888311
12.858420,1.433999,-0.879569
12.028200,1.444608,-0.878127
12.988760,1.608440,-0.871929
12.896210,1.921847,-0.886172
12.904530,2.147306,-0.924386
13.071960,2.048961,-0.916909
13.037810,2.277599,-0.890962
13.335180,1.994316,-0.856297
13.375630,2.232349,-0.872485
13.228330,2.362401,-0.888445
14.126990,2.251186,-0.875503
14.249990,2.103981,-0.838606
13.445760,2.337948,-0.865987
13.629710,2.456714,-0.882513
13.848340,2.318515,-0.864083
14.009960,2.377525,-0.894584
14.366210,3.035887,-0.768868
14.953590,2.506482,-0.864036
15.249030,2.259984,-0.881664
15.337060,2.377882,-0.891293
15.213360,2.513853,-0.855880
15.559690,2.467993,-0.792760
16.091181,2.689085,-0.770303
7.088416,4.338298,-0.839032
10.713020,4.571394,-0.830323
16.086710,6.471479,-0.720823
15.999080,7.187615,-0.812298
18.630630,4.022391,-0.875916
19.887810,2.500332,-0.835697
22.231871,4.006182,-0.862278
22.130310,4.171228,-0.886369
18.183359,5.192924,-0.770410
18.981569,4.611501,-0.896945
21.199770,4.981833,-0.788948
15.969380,2.748106,-0.811434
16.964560,3.035430,-0.647250
16.703541,2.936274,-0.790114
19.506260,2.389048,-0.742643
18.364811,3.138859,-0.814608
18.631451,3.175461,-0.864027
18.833080,3.197567,-0.882999
19.163521,2.965271,-0.708128
20.439470,2.048430,-0.894465
20.289021,2.160972,-0.779332
20.875280,2.081941,-0.843299
20.041031,2.470272,-0.809213
22.511110,4.057851,-0.862911
22.814051,3.823874,-0.968185
21.180321,5.335217,-0.763138
21.538300,5.362118,-0.911730
21.431549,5.677667,-0.855843
21.579140,6.733177,-0.891954
21.559660,6.188790,-0.885350
17.141649,7.655986,-0.762391
18.145430,7.710834,-0.810296
17.966631,7.589516,-0.795826
18.582729,7.806442,-0.842677
21.748409,7.415151,-0.917866
-2.252963,-1.419177,-0.765209
-2.391283,-1.226902,-0.784529
-1.605123,-1.450754,-0.813068
-1.292300,-1.365400,-0.804151
-0.527645,-1.213718,-0.856852
1.163800,-2.666224,-0.848135
1.383989,-2.396252,-0.843125
0.777636,-2.552933,-0.811325
0.624713,-2.361237,-0.820377
1.325181,-2.058517,-0.890987
0.669585,-2.017933,-0.857809
0.843206,-1.705373,-0.792494
1.005779,-1.872334,-0.849417
1.370084,-1.875372,-0.810477
1.543194,-2.050197,-0.849587
3.005388,-3.801428,-0.810679
3.382509,-3.522187,-0.848713
2.956205,-3.481819,-0.858752
3.225579,-3.177366,-0.870570
4.479555,-3.476533,-0.837768
4.831933,-3.690230,-0.828612
4.763970,-3.336458,-0.870295
5.056748,-3.517700,-0.867288
5.170640,-3.307479,-0.867524
5.362153,-3.501078,-0.819700
6.129022,-3.661133,-0.856969
6.307136,-3.451749,-0.843957
6.039203,-3.345797,-0.873514
2.978998,-3.033201,-0.849491
3.457393,-3.298845,-0.860852
3.461859,-3.022725,-0.883612
3.757669,-3.381779,-0.820095
3.812128,-3.122950,-0.860943
3.265219,-2.789566,-0.855193
3.753424,-2.826162,-0.886081
4.169032,-3.178316,-0.839964
3.753352,-2.554178,-0.888082
3.279313,-2.466340,-0.850032
3.663440,-2.344550,-0.862609
3.522637,-2.152784,-0.862703
3.147780,-2.134007,-0.857929
3.176686,-1.955503,-0.829945
3.534204,-1.917130,-0.842896
3.904117,-1.843623,-0.844783
4.236303,-1.633564,-0.851163
4.530759,-1.682510,-0.842343
5.666837,-2.600630,-0.853096
5.593048,-2.453551,-0.881027
5.680908,-2.214761,-0.837170
5.747094,-2.349731,-0.793422
5.529614,-1.946653,-0.840867
5.853556,-3.583412,-0.856760
6.430756,-3.215364,-0.884040
6.331014,-2.826320,-0.879018
6.722546,-3.427191,-0.842912
6.562527,-3.039274,-0.862950
6.884857,-2.964176,-0.869570
6.721542,-2.761724,-0.849021
7.030912,-2.871259,-0.853529
5.879449,-2.553389,-0.849950
6.205886,-2.484824,-0.796314
6.483856,-2.541324,-0.839123
6.702785,-2.566233,-0.864169
6.999960,-2.529930,-0.849253
4.618912,-1.547042,-0.858751
5.000979,-1.634322,-0.863644
4.907872,-1.415773,-0.865295
5.270316,-1.852876,-0.890566
5.310901,-1.517872,-0.882522
5.469711,-1.686564,-0.849101
5.666935,-1.804444,-0.852409
5.608102,-1.526214,-0.849998
4.699714,-1.173443,-0.836741
4.872129,-0.913797,-0.834952
5.340720,-1.373043,-0.880711
6.595052,-12.295240,0.263144
5.762789,-1.299802,-0.803489
6.597353,-1.670683,-0.806516
6.943314,-1.779262,-0.861844
5.725214,-0.650180,-0.887042
